Instance,Year of Record,Age,Size of City,Wears Glasses,Body Height [cm]
34800,1985.0,24.0,705656,1,181
34801,2007.0,81.0,78971,1,169
34802,2005.0,37.0,2278544,1,169
34803,2006.0,14.0,77449,1,197
34806,1998.0,50.0,47820,1,161
34807,1983.0,39.0,42125,1,164
34808,1992.0,23.0,41628,1,205
34810,1993.0,54.0,82028,1,172
34811,1988.0,25.0,625052,0,203
34812,2011.0,75.0,3924,1,153
34813,2002.0,15.0,1019699,1,142
34814,2005.0,31.0,1876520,0,207
34815,1983.0,23.0,125813,0,177
34816,1983.0,55.0,3971,1,190
34817,1990.0,56.0,2065999,1,161
34818,2013.0,65.0,69918,1,213
34819,2004.0,58.0,952829,1,191
34820,1981.0,66.0,281555,0,180
34822,2007.0,21.0,1090596,1,207
34823,2014.0,72.0,50376,1,210
34824,2012.0,49.0,25237,0,165
34827,1996.0,61.0,704447,0,174
34828,2005.0,16.0,22063,0,151
34829,2009.0,15.0,27467,1,167
34830,1993.0,30.0,1580407,1,180
34831,1984.0,18.0,385681,0,197
34832,2008.0,64.0,75998,0,194
34833,2018.0,34.0,79526,1,167
34834,2011.0,28.0,516448,0,169
34836,1991.0,47.0,24282,1,184
34837,1993.0,15.0,1159052,0,178
34838,2014.0,39.0,87614,0,146
34839,1986.0,43.0,28997,1,166
34840,2017.0,29.0,791130,1,185
34841,2003.0,19.0,2391763,1,198
34842,2015.0,48.0,68869,0,169
34843,2001.0,22.0,1648954,1,153
34844,1999.0,16.0,175128,0,161
34845,1993.0,45.0,1721649,0,200
34846,2019.0,30.0,2307759,0,164
34847,2009.0,39.0,859294,0,159
34848,1987.0,39.0,1420670,0,134
34849,1982.0,18.0,669988,1,154
34850,1986.0,58.0,1730221,1,211
34852,1999.0,67.0,119884,0,179
34853,1983.0,28.0,45010095,0,186
34854,1992.0,62.0,8036,1,161
34856,1987.0,42.0,1846355,1,191
34857,1988.0,59.0,99657,0,145
34858,2006.0,42.0,432503,1,169
34859,2000.0,36.0,596939,0,142
34861,2002.0,31.0,988414,0,178
34862,2013.0,31.0,969674,0,147
34864,1985.0,25.0,1295409,0,187
34865,1993.0,51.0,4450,0,140
34866,2001.0,18.0,81437,0,141
34867,2017.0,87.0,559221,0,199
34868,2005.0,39.0,80616,0,151
34869,1998.0,56.0,1549155,0,194
34870,2000.0,65.0,275596,1,125
34872,1990.0,15.0,1066810,0,164
34873,2000.0,20.0,70958,0,189
34874,2015.0,17.0,76855,1,164
34875,1991.0,32.0,2865193,0,167
34876,2017.0,74.0,66185,1,155
34878,2007.0,21.0,2366541,0,157
34880,1980.0,82.0,677402,0,163
34881,2019.0,35.0,2240649,1,163
34882,2000.0,55.0,643841,0,222
34883,1983.0,18.0,554551,1,195
34884,1999.0,15.0,250741,0,153
34885,2015.0,23.0,1398034,1,206
34886,2010.0,27.0,1353072,1,161
34887,2001.0,36.0,2860585,1,167
34888,2010.0,15.0,95585,1,186
34889,1993.0,46.0,199992,1,151
34891,1995.0,36.0,2084021,1,171
34892,2010.0,46.0,49295,0,153
34894,2009.0,30.0,23087,0,154
34895,2013.0,30.0,977901,1,194
34896,2012.0,39.0,486070,1,183
34898,2003.0,21.0,52758,0,181
34899,2007.0,16.0,1306786,1,187
34900,2009.0,26.0,1391888,1,230
34901,1993.0,35.0,21853,1,199
34903,1997.0,75.0,77445,1,170
34906,2019.0,56.0,40813,0,165
34908,2011.0,45.0,3547728,1,158
34910,1984.0,57.0,882994,1,153
34911,2012.0,20.0,374178,0,143
34912,1981.0,36.0,562555,0,167
34913,1997.0,40.0,1147406,0,159
34914,1989.0,19.0,12897,0,164
34915,1990.0,47.0,1570894,0,201
34916,2012.0,34.0,2392850,0,153
34917,2011.0,66.0,299786,0,134
34918,1982.0,27.0,77308,0,183
34920,2001.0,29.0,1512504,1,161
34921,1991.0,30.0,456033,0,152
34922,2000.0,36.0,1932884,1,178
34923,1993.0,26.0,2003818,1,156
34924,1998.0,29.0,1608210,0,189
34925,1993.0,34.0,33287,0,159
34926,1991.0,30.0,2287317,1,135
34927,1997.0,74.0,431381,1,184
34928,2013.0,17.0,512857,1,199
34929,1982.0,25.0,1192213,1,188
34931,2003.0,29.0,736995,0,210
34932,2002.0,35.0,6772,1,160
34933,1995.0,16.0,786880,1,171
34934,2019.0,21.0,98836,0,154
34935,1996.0,27.0,1648955,1,174
34936,1998.0,46.0,98812,1,167
34937,1994.0,22.0,3083794,0,152
34938,1999.0,23.0,86177,1,189
34939,1990.0,38.0,665972,0,184
34941,2001.0,81.0,908669,1,203
34943,2004.0,51.0,13271,1,192
34944,1989.0,45.0,75939,1,176
34945,2009.0,70.0,1678854,1,184
34946,1985.0,36.0,64956,1,168
34947,2007.0,52.0,71669,0,202
34949,2010.0,61.0,94655,0,175
34953,2001.0,50.0,10262,0,163
34954,2017.0,23.0,1086778,1,187
34955,2014.0,60.0,1095049,1,169
34956,1990.0,40.0,69426,0,162
34957,1982.0,20.0,1764323,0,177
34958,1982.0,15.0,48309,1,182
34959,2004.0,27.0,106310,0,127
34961,1982.0,39.0,726754,1,145
34962,1989.0,52.0,1473211,1,195
34963,2007.0,25.0,24100,1,158
34964,1999.0,26.0,146669,0,154
34965,1999.0,48.0,26067,0,189
34970,1997.0,42.0,1083240,0,162
34971,2016.0,41.0,1138476,1,215
34972,1982.0,52.0,2593,0,170
34973,2009.0,25.0,141850,1,158
34974,1988.0,16.0,56676,1,157
34975,1989.0,20.0,89774,0,149
34976,2013.0,25.0,1490089,1,204
34977,1999.0,74.0,91205,1,157
34978,1991.0,64.0,398084,0,182
34979,1980.0,39.0,53161,0,203
34980,1996.0,51.0,89812,0,140
34981,1996.0,48.0,158759,1,193
34983,1987.0,34.0,1169478,0,167
34984,2009.0,32.0,6213,1,184
34987,2008.0,53.0,663476,1,150
34988,1989.0,29.0,12838,1,197
34989,2003.0,32.0,690961,1,154
34990,2009.0,31.0,2678881,0,207
34992,2014.0,32.0,709850,0,196
34993,2014.0,30.0,192874,0,162
34994,2005.0,29.0,1954284,1,183
34995,1992.0,20.0,1745591,1,202
34997,1984.0,16.0,349795,1,189
34998,2004.0,62.0,27416955,1,172
35001,1983.0,30.0,93944,1,210
35002,2013.0,16.0,1223355,1,186
35003,2010.0,23.0,497628,0,181
35004,1982.0,28.0,47015,0,164
35005,2002.0,46.0,246529,0,207
35006,1986.0,29.0,424490,0,181
35007,2018.0,64.0,837867,0,139
35009,2018.0,72.0,74693,0,184
35010,1986.0,27.0,41224,0,186
35015,2004.0,15.0,375972,1,172
35016,1981.0,34.0,55313,1,150
35017,1983.0,42.0,39836,1,170
35018,1981.0,14.0,426264,0,172
35020,2013.0,18.0,485281,0,194
35021,2008.0,17.0,1351848,1,170
35023,1985.0,36.0,64508,1,189
35024,1983.0,25.0,70490,0,195
35025,2009.0,34.0,2927852,0,173
35026,2002.0,31.0,76844,0,134
35027,1981.0,50.0,1159860,1,162
35028,2009.0,44.0,1302360,1,164
35029,2007.0,26.0,344165,1,195
35031,2002.0,46.0,909900,0,151
35032,2018.0,28.0,530284,0,211
35033,1995.0,42.0,199350,1,184
35034,1981.0,15.0,2789711,0,186
35036,2004.0,24.0,1478480,0,184
35037,2006.0,32.0,194377,0,150
35038,2005.0,31.0,450440,0,179
35039,1983.0,15.0,87032,0,164
35040,2006.0,21.0,1011192,1,151
35041,2012.0,34.0,170303,1,167
35042,2019.0,18.0,1268883,0,191
35044,2003.0,43.0,31448,1,170
35045,2013.0,49.0,1185507,1,191
35048,1994.0,25.0,643929,0,170
35049,2007.0,46.0,18967,0,140
35051,1998.0,52.0,182145,1,198
35052,2007.0,86.0,1570016,1,108
35053,1986.0,62.0,322594,0,188
35054,1993.0,14.0,43190,1,139
35055,2017.0,32.0,682114,1,204
35057,2008.0,18.0,1910005,0,180
35058,1997.0,75.0,1063571,0,208
35059,2019.0,20.0,496605,1,175
35060,1990.0,28.0,650958,1,143
35062,1982.0,37.0,18617,1,163
35063,2008.0,52.0,91408,1,195
35064,1983.0,37.0,616874,1,199
35065,2017.0,43.0,15909,0,164
35067,1980.0,15.0,60997,1,219
35068,1989.0,51.0,271326,1,165
35069,1994.0,47.0,1706023,0,174
35071,1997.0,45.0,919953,1,174
35072,2018.0,36.0,58850,0,156
35073,2010.0,20.0,69039,1,188
35075,2012.0,37.0,2209778,1,164
35078,2011.0,44.0,47713,0,168
35080,1986.0,41.0,12473,1,169
35081,1986.0,51.0,597213,1,182
35082,1989.0,45.0,70414,1,238
35083,1992.0,31.0,1707796,1,155
35084,1985.0,40.0,691274,0,167
35085,2017.0,41.0,48437,0,170
35086,1991.0,36.0,70340,1,195
35087,2016.0,100.0,53062,0,151
35088,2019.0,35.0,947644,0,150
35089,1981.0,73.0,173243,1,169
35091,2017.0,28.0,795500,1,163
35092,1992.0,40.0,97368,0,193
35094,2004.0,43.0,60755,1,156
35095,2015.0,27.0,564481,0,184
35096,1982.0,34.0,1490831,0,158
35098,1991.0,32.0,41948,1,171
35099,2004.0,23.0,21771164,0,168
35100,1982.0,46.0,2212608,0,174
35102,2003.0,43.0,668379,1,148
35103,2011.0,38.0,83701,0,179
35104,2016.0,87.0,183437,1,186
35105,2018.0,33.0,14014,0,179
35109,2009.0,49.0,75349,1,171
35110,2015.0,45.0,26622,0,196
35114,1986.0,16.0,466802,1,169
35116,2012.0,43.0,60419,1,175
35117,1995.0,44.0,495585,0,184
35118,2007.0,38.0,65916,1,197
35119,1983.0,22.0,2651936,0,159
35120,1996.0,21.0,484070,1,165
35123,1997.0,22.0,571678,1,158
35125,1988.0,20.0,288044,1,144
35127,1998.0,25.0,61229,0,162
35128,2013.0,15.0,60204,0,155
35130,1990.0,39.0,74221,1,186
35132,1989.0,45.0,292946,1,202
35133,1997.0,35.0,1605259,1,144
35134,1981.0,40.0,94131,0,134
35135,2008.0,21.0,1625234,0,150
35137,1987.0,38.0,328673,0,167
35138,1981.0,23.0,45242,1,171
35139,2011.0,30.0,13704,1,151
35140,1997.0,62.0,1168122,0,148
35141,2003.0,21.0,1790186,1,169
35142,1994.0,46.0,58400,1,199
35143,2001.0,42.0,9548,0,178
35145,2016.0,20.0,1294480,1,182
35148,2007.0,58.0,1083120,1,161
35149,2014.0,39.0,4251,0,160
35150,2004.0,49.0,1254263,0,183
35151,1989.0,16.0,625571,1,202
35152,2011.0,40.0,1357665,1,178
35153,2014.0,28.0,61324,1,189
35154,2003.0,67.0,732017,1,206
35155,2000.0,26.0,33335,1,161
35156,2012.0,34.0,1456209,0,179
35157,2003.0,36.0,5677,0,200
35158,1984.0,40.0,47887,1,169
35159,1998.0,37.0,778661,0,162
35161,2016.0,34.0,1253037,1,169
35162,2011.0,24.0,81257,0,174
35163,2008.0,54.0,68782,0,184
35164,2008.0,18.0,764759,1,215
35165,2013.0,23.0,18087,0,172
35166,2013.0,32.0,333367,1,182
35167,2003.0,57.0,16649,1,206
35168,2018.0,31.0,1433149,0,210
35169,1995.0,69.0,517315,0,182
35171,2006.0,52.0,2051856,0,191
35172,1992.0,19.0,505571,0,194
35173,1992.0,34.0,1310699,0,160
35174,1980.0,36.0,33501,0,240
35176,2010.0,25.0,58086,1,176
35177,1994.0,47.0,784173,1,167
35178,1990.0,56.0,372558,1,178
35180,1992.0,66.0,63597,1,203
35181,2018.0,38.0,2657061,1,157
35182,1985.0,45.0,2215100,0,156
35183,1987.0,82.0,1436140,0,170
35184,1993.0,39.0,1393649,1,210
35185,1999.0,41.0,1368038,0,163
35186,1986.0,42.0,1767468,1,167
35187,2002.0,21.0,41944,0,173
35188,2002.0,56.0,1814410,0,168
35191,2009.0,34.0,1526788,1,175
35192,1998.0,33.0,51670,0,172
35193,1985.0,32.0,447980,1,163
35194,1988.0,22.0,3268424,1,184
35196,2005.0,15.0,2434688,1,145
35197,1981.0,35.0,1152274,0,194
35198,1982.0,25.0,1003650,1,204
35199,2018.0,51.0,885613,1,207
35201,1983.0,37.0,1349472,1,192
35204,1992.0,34.0,1517769,0,198
35205,2005.0,21.0,1263677,0,161
35206,1983.0,28.0,81946,1,198
35207,1998.0,19.0,478729,1,144
35208,2002.0,34.0,12889,1,188
35211,2003.0,50.0,132098,0,166
35212,1998.0,18.0,40423,1,183
35213,2001.0,32.0,1335565,1,210
35214,1983.0,22.0,813973,1,166
35215,1990.0,49.0,9140,0,202
35217,2019.0,51.0,247381,0,192
35218,1986.0,26.0,2377202,0,166
35219,1994.0,50.0,2384587,0,150
35220,1994.0,14.0,877905,0,189
35221,1990.0,52.0,1889351,1,205
35222,2013.0,30.0,89937,1,204
35223,2007.0,30.0,2033351,1,191
35224,2000.0,27.0,483654,1,160
35225,1988.0,32.0,958144,1,185
35226,2000.0,46.0,46945,0,201
35228,1985.0,24.0,10605,0,197
35229,2016.0,69.0,2107702,0,157
35230,2001.0,28.0,1805921,0,234
35231,2011.0,57.0,1130674,1,160
35232,1987.0,44.0,89714,0,174
35233,1999.0,52.0,1384985,0,150
35234,1985.0,30.0,1733938,0,185
35235,2010.0,29.0,1498011,1,168
35237,2001.0,26.0,380626,0,208
35238,1996.0,38.0,190282,0,193
35240,1982.0,16.0,248103,0,193
35241,1987.0,15.0,1650458,1,162
35244,2011.0,41.0,1185051,1,166
35245,1992.0,46.0,45434,1,205
35246,2012.0,28.0,1752848,1,210
35247,1995.0,21.0,152001,1,181
35248,1987.0,21.0,46089,1,176
35249,2008.0,30.0,167143,1,177
35250,2004.0,59.0,1945694,0,189
35251,1990.0,50.0,360372,0,188
35252,1997.0,70.0,869683,0,160
35253,1980.0,50.0,2035944,0,179
35255,2015.0,46.0,57582,1,186
35256,2008.0,36.0,25882883,1,184
35258,2005.0,59.0,1098625,1,164
35260,1991.0,37.0,594311,0,149
35261,2001.0,29.0,1274444,0,192
35264,1989.0,18.0,1148440,1,142
35265,1995.0,57.0,2118189,0,145
35266,1998.0,15.0,840355,1,207
35267,2009.0,24.0,2284561,0,203
35268,1988.0,75.0,408137,1,191
35269,1989.0,30.0,2185706,0,212
35270,2008.0,42.0,451843,0,167
35272,1982.0,63.0,1277923,1,155
35273,2005.0,63.0,1052795,1,206
35274,2004.0,25.0,1833239,0,167
35275,2015.0,32.0,70244,1,166
35276,2012.0,17.0,597354,0,174
35277,1989.0,89.0,938485,1,152
35278,2014.0,20.0,754710,0,168
35279,1986.0,46.0,54717,1,187
35280,1983.0,16.0,649396,1,158
35281,1981.0,38.0,1308759,0,159
35282,1998.0,29.0,249623,0,162
35283,2010.0,35.0,2605493,1,175
35284,1997.0,24.0,59524,0,193
35285,1995.0,59.0,50406,0,156
35288,2018.0,40.0,63845,0,166
35289,1988.0,19.0,36202,1,191
35290,1986.0,37.0,83187,1,150
35291,2010.0,16.0,571037,1,175
35292,2004.0,53.0,573269,1,199
35293,2003.0,36.0,517469,0,177
35294,2012.0,40.0,2148183,0,183
35295,2019.0,65.0,73691,0,131
35296,2011.0,37.0,14073,0,158
35298,1992.0,46.0,573541,0,188
35299,1996.0,44.0,545939,1,161
35302,2004.0,37.0,1020353,0,136
35303,2006.0,38.0,126672,0,170
35304,1997.0,40.0,1077472,0,181
35305,1992.0,41.0,71858,1,155
35307,1994.0,61.0,665618,0,170
35308,2006.0,48.0,1245176,1,199
35309,2017.0,36.0,2817202,0,181
35310,1982.0,38.0,216474,0,181
35311,1990.0,14.0,854775,1,185
35312,2003.0,52.0,1391229,1,158
35313,2011.0,27.0,2373606,0,160
35314,1981.0,28.0,727117,0,178
35316,1997.0,55.0,115634,1,175
35317,1997.0,46.0,35968,0,194
35318,2016.0,68.0,53947,0,199
35319,2019.0,17.0,1247556,0,172
35321,1998.0,29.0,71736,0,171
35322,1987.0,48.0,571010,1,183
35323,1992.0,29.0,74674,0,161
35325,2003.0,54.0,96424,0,157
35326,2008.0,26.0,48227,1,203
35327,2015.0,22.0,45566,1,156
35328,2010.0,45.0,806818,1,157
35329,2001.0,37.0,68912,1,170
35331,1988.0,50.0,2143938,0,178
35333,2019.0,41.0,68023,1,183
35335,1994.0,59.0,1482307,1,159
35336,1999.0,15.0,43042,1,176
35337,2009.0,47.0,1694335,1,174
35339,2017.0,47.0,55698,0,185
35340,1993.0,37.0,1987034,0,184
35341,2007.0,27.0,93186,1,209
35342,2006.0,17.0,1032359,0,186
35343,2012.0,60.0,392179,1,196
35344,2003.0,44.0,174987,1,185
35345,1995.0,18.0,1688940,1,173
35346,2005.0,30.0,1442842,1,188
35347,2007.0,26.0,493043,0,161
35349,1982.0,40.0,93021,0,178
35351,2013.0,56.0,1504664,0,168
35354,2006.0,35.0,633083,0,152
35355,1999.0,42.0,90622,0,147
35358,2014.0,59.0,11877,0,161
35359,1996.0,70.0,1986931,0,137
35360,2000.0,45.0,1783310,1,165
35363,2000.0,20.0,730891,1,176
35364,2019.0,74.0,77555,0,183
35365,2013.0,27.0,82771,0,141
35368,2000.0,16.0,687738,0,177
35370,1989.0,35.0,1063002,0,188
35371,2019.0,45.0,1041775,1,210
35372,1995.0,43.0,31411,0,161
35373,1983.0,22.0,1047045,0,180
35374,1982.0,16.0,11573,0,176
35376,2003.0,16.0,1334819,0,181
35377,2010.0,22.0,2302529,1,166
35378,1995.0,33.0,23325,1,153
35379,2009.0,24.0,49196,1,189
35380,2015.0,46.0,16317,1,204
35381,2013.0,22.0,1399340,1,155
35382,2001.0,32.0,1020297,0,160
35383,1986.0,65.0,663667,1,173
35385,1999.0,14.0,6340,0,171
35386,1982.0,31.0,855650,1,137
35387,2016.0,44.0,44815,0,201
35388,1986.0,42.0,1465873,1,175
35390,2017.0,35.0,1093260,1,128
35391,2009.0,32.0,2078699,0,188
35392,1990.0,50.0,468122,0,160
35396,1990.0,19.0,63574,1,183
35397,1987.0,14.0,646088,0,169
35398,2018.0,26.0,750682,1,159
35400,1994.0,21.0,58650,0,163
35401,2015.0,41.0,9699,0,146
35402,1991.0,53.0,2416437,1,174
35404,1983.0,36.0,606655,1,190
35405,1983.0,49.0,1005098,1,163
35407,2009.0,27.0,97986,1,143
35409,2018.0,38.0,1483819,1,188
35410,2001.0,45.0,708419,1,172
35411,2019.0,41.0,285132,1,186
35412,1999.0,44.0,956247,1,175
35413,2011.0,39.0,439658,0,159
35414,2003.0,32.0,53253,0,191
35415,2011.0,45.0,39417,0,154
35416,2010.0,44.0,650968,1,138
35417,2004.0,43.0,31118,1,177
35419,2006.0,44.0,1176878,1,162
35420,1986.0,40.0,1188749,0,146
35423,2016.0,20.0,2277894,0,224
35424,1989.0,42.0,475345,0,149
35425,1994.0,50.0,979010,0,158
35426,1996.0,29.0,777367,1,179
35428,1981.0,25.0,44416,0,176
35430,1991.0,58.0,76444,1,161
35431,2005.0,47.0,1191473,0,172
35432,2001.0,40.0,559221,1,180
35434,2018.0,46.0,586780,0,130
35435,2007.0,42.0,1147122,0,196
35436,1984.0,28.0,85998,0,186
35438,2006.0,67.0,29599,1,159
35439,2012.0,17.0,1562484,0,154
35440,1993.0,60.0,988089,1,170
35441,2001.0,66.0,939724,1,151
35443,2007.0,43.0,1556093,0,181
35444,2001.0,27.0,883749,1,168
35445,1993.0,34.0,98035,0,210
35446,1992.0,61.0,1168159,0,161
35447,1980.0,26.0,1106326,0,193
35448,2016.0,32.0,180013,0,179
35449,2019.0,22.0,34812,1,190
35450,2010.0,34.0,1146750,0,166
35451,2009.0,81.0,1232751,1,180
35452,1994.0,42.0,209881,1,199
35453,1985.0,49.0,71560,1,169
35454,2019.0,22.0,71027,0,175
35455,1992.0,43.0,33084,1,192
35457,2009.0,14.0,22277,1,137
35459,1983.0,19.0,952429,1,158
35460,1991.0,39.0,2113206,1,206
35462,2005.0,30.0,1341514,0,235
35463,2004.0,52.0,1795106,1,193
35464,2009.0,18.0,522954,1,199
35465,2015.0,33.0,1443456,1,164
35467,2011.0,18.0,41568,0,168
35468,2011.0,81.0,221522,1,185
35472,2005.0,38.0,53915,0,179
35473,1981.0,39.0,84709,1,219
35474,1989.0,34.0,1996513,0,163
35475,2007.0,41.0,1642863,0,154
35476,2016.0,23.0,84257,0,159
35478,1981.0,39.0,1211775,0,134
35479,2016.0,16.0,41505,1,153
35480,1989.0,62.0,1333044,1,153
35481,2011.0,24.0,98713,0,195
35482,1982.0,41.0,1545748,0,166
35483,1996.0,58.0,382446,0,199
35485,2019.0,18.0,815776,1,184
35486,1986.0,46.0,487446,1,174
35487,1987.0,31.0,1199386,0,157
35488,2003.0,20.0,1807026,1,143
35490,1998.0,20.0,888156,0,119
35491,1990.0,30.0,1045857,1,187
35492,1981.0,18.0,60617,1,180
35493,1987.0,36.0,83969,1,152
35494,2009.0,50.0,52555,1,157
35495,2003.0,41.0,2055378,1,159
35496,2002.0,30.0,1305462,1,171
35497,2017.0,42.0,2416871,1,151
35499,2010.0,25.0,1510944,1,185
35500,1983.0,61.0,73610,0,221
35501,1987.0,51.0,759773,0,170
35502,2011.0,20.0,67950,0,200
35503,2017.0,58.0,2630124,1,161
35504,1986.0,39.0,310470,1,177
35506,1991.0,30.0,2148,0,182
35508,1995.0,28.0,18672,0,150
35509,1984.0,17.0,118388,0,193
35511,2010.0,52.0,545210,1,152
35512,2004.0,23.0,1086366,1,182
35513,1997.0,68.0,16536,0,142
35514,1984.0,51.0,1384480,1,185
35515,1999.0,75.0,605152,0,140
35516,1989.0,50.0,2571000,1,221
35517,2006.0,18.0,822456,0,224
35518,1994.0,26.0,551969,1,199
35519,2005.0,53.0,68003,1,151
35520,2013.0,40.0,1295563,0,148
35521,1996.0,78.0,894323,0,192
35523,2017.0,35.0,1165979,1,189
35524,2014.0,33.0,23709,1,207
35525,1986.0,24.0,73452,0,200
35527,1997.0,52.0,658176,0,166
35528,1984.0,19.0,1016336,0,200
35529,2016.0,17.0,95812,1,184
35530,1982.0,51.0,1511541,0,171
35531,2004.0,52.0,1275252,0,185
35532,1981.0,41.0,338662,1,189
35533,2018.0,28.0,905037,1,183
35534,2001.0,43.0,1538177,1,187
35536,2007.0,55.0,967283,1,185
35537,1992.0,55.0,1504522,0,206
35538,2015.0,25.0,32486,0,180
35539,1998.0,37.0,251036,1,181
35540,2016.0,67.0,40503,0,142
35542,2000.0,17.0,68283,1,188
35543,2000.0,72.0,4075,1,170
35544,2002.0,34.0,358982,1,195
35545,2001.0,17.0,50660,1,207
35546,2017.0,39.0,20204,0,178
35549,2016.0,68.0,1862913,0,175
35550,1981.0,30.0,17502,1,196
35551,2007.0,27.0,642582,0,194
35553,1997.0,29.0,62744,1,167
35554,2018.0,37.0,5958,0,137
35555,2010.0,40.0,38990,0,175
35558,2016.0,56.0,1868028,1,160
35559,2018.0,39.0,268249,1,160
35560,2015.0,16.0,741802,0,198
35561,2002.0,49.0,88496,0,174
35562,1984.0,42.0,2993,1,209
35563,2004.0,17.0,2655902,0,183
35565,2000.0,67.0,19878138,0,164
35566,1988.0,63.0,2686393,0,201
35567,1990.0,46.0,476404,1,181
35568,2009.0,48.0,53327,0,201
35569,2011.0,26.0,1249235,1,198
35570,1984.0,33.0,53554,0,194
35571,2003.0,60.0,15576,0,170
35572,2006.0,39.0,1006839,1,170
35573,2013.0,20.0,1159770,0,173
35574,1989.0,54.0,640125,1,177
35575,2014.0,71.0,334483,1,163
35576,1983.0,22.0,1696938,1,200
35578,2010.0,16.0,698432,1,161
35580,1996.0,28.0,225873,0,161
35581,1993.0,24.0,1630680,0,181
35582,2019.0,32.0,30515,0,180
35584,1984.0,50.0,776640,0,150
35585,1981.0,40.0,193450,1,178
35586,1989.0,60.0,697039,0,164
35587,1988.0,21.0,70216,1,158
35588,2018.0,32.0,773131,1,154
35589,1983.0,33.0,933154,1,204
35590,2016.0,20.0,865736,1,156
35591,2013.0,18.0,33663,1,170
35592,1999.0,44.0,82673,0,209
35593,2013.0,42.0,2176874,1,214
35594,1991.0,38.0,1959825,0,163
35595,1994.0,40.0,44546,1,166
35597,2018.0,33.0,1626610,1,192
35598,2011.0,52.0,2189785,0,174
35599,1992.0,43.0,634829,0,162
35600,2006.0,56.0,225068,1,155
35601,2018.0,26.0,2031165,0,208
35603,2007.0,22.0,781955,1,166
35604,1995.0,52.0,12802,0,181
35605,1997.0,80.0,2183322,1,160
35606,2005.0,28.0,30227,1,163
35608,1989.0,26.0,288783,1,169
35609,2016.0,31.0,367806,0,165
35610,2016.0,29.0,9112,0,168
35613,2003.0,69.0,2076069,1,199
35614,2011.0,19.0,330553,0,187
35615,1997.0,26.0,1926042,0,168
35616,1997.0,54.0,3039654,1,163
35617,2005.0,84.0,1277158,0,152
35618,1980.0,88.0,21841,0,165
35619,2011.0,52.0,61469,1,189
35620,2002.0,39.0,1970958,1,207
35621,2003.0,45.0,454073,0,167
35622,2016.0,66.0,1100089,1,187
35623,2010.0,34.0,435453,0,188
35624,2016.0,16.0,1224336,1,170
35625,2008.0,60.0,1210193,1,168
35626,2009.0,29.0,74720,0,160
35627,2000.0,25.0,498781,0,199
35628,2009.0,56.0,2974,0,177
35630,1980.0,23.0,292505,0,173
35631,1989.0,62.0,46558,1,193
35632,2004.0,45.0,1236144,1,166
35633,1980.0,59.0,103016,1,186
35634,1982.0,26.0,1079843,0,168
35635,1991.0,28.0,265827,1,190
35636,2015.0,31.0,12338,0,204
35637,2016.0,46.0,1874547,0,168
35638,2000.0,61.0,54818,1,189
35639,1983.0,54.0,1637697,1,167
35642,2007.0,20.0,344458,0,160
35644,1981.0,59.0,1348013,1,175
35647,1996.0,54.0,677177,1,165
35648,1999.0,30.0,1144731,1,185
35649,1993.0,36.0,779011,0,160
35650,1992.0,43.0,1325375,0,190
35651,1997.0,17.0,43687,0,181
35652,2003.0,43.0,2521842,0,195
35654,1986.0,32.0,575275,0,188
35655,2016.0,69.0,23168,0,200
35656,2019.0,24.0,560181,1,203
35657,1980.0,27.0,1174695,1,215
35659,1981.0,38.0,2449741,1,188
35660,1994.0,38.0,20700,0,197
35661,1986.0,30.0,539725,1,191
35663,1983.0,21.0,1918041,1,202
35664,1988.0,54.0,1361164,1,171
35665,1981.0,17.0,1280546,1,176
35666,1994.0,45.0,38992,0,190
35667,1989.0,30.0,19611,1,221
35668,2011.0,51.0,804331,0,162
35669,2004.0,47.0,903120,0,145
35670,1982.0,65.0,1531189,1,155
35671,2006.0,25.0,3664023,0,146
35672,1993.0,27.0,1928311,0,163
35673,2002.0,25.0,864757,1,155
35674,2004.0,26.0,1570,1,131
35676,1982.0,42.0,63059,0,174
35677,2003.0,39.0,2857,1,156
35678,1984.0,24.0,127525,0,201
35679,2011.0,66.0,316258,0,188
35680,1998.0,31.0,1774695,0,165
35681,1997.0,53.0,910731,0,181
35682,1982.0,55.0,1874622,1,152
35683,2005.0,24.0,17689,1,179
35684,2015.0,19.0,41570,0,201
35685,1986.0,25.0,92737,1,194
35686,1986.0,15.0,1213717,0,163
35687,2011.0,25.0,93027,0,198
35688,2014.0,18.0,302819,0,181
35689,1993.0,16.0,486469,0,188
35690,2014.0,48.0,732619,1,179
35691,1998.0,23.0,782690,0,177
35692,1982.0,43.0,391170,0,174
35693,2018.0,51.0,948190,1,175
35694,1982.0,36.0,2223761,1,146
35695,2015.0,23.0,673356,0,202
35696,2009.0,60.0,3586,1,207
35697,1996.0,32.0,104882,0,154
35699,2001.0,44.0,2108018,0,170
35700,1998.0,27.0,1591485,1,180
35701,1985.0,38.0,1489903,0,205
35702,2005.0,36.0,953590,0,155
35703,2018.0,18.0,517783,0,171
35704,1983.0,24.0,2763713,1,151
35705,1998.0,32.0,251332,1,171
35706,2000.0,20.0,764293,1,190
35708,1997.0,54.0,703197,1,169
35711,1994.0,29.0,57439,0,172
35712,2017.0,48.0,59056,1,204
35713,2016.0,40.0,27559,0,176
35714,1983.0,34.0,37732,1,166
35715,2003.0,26.0,20758,1,172
35716,2005.0,14.0,30763,0,173
35717,1994.0,27.0,1254420,1,156
